Date,Open,High,Low,Close,Adj Close,Volume,50_SMA,200_SMA,Signal,Position,Ticker
2024-05-07,414.660004,414.670013,409.089996,409.339996,408.602997,20018200,413.57500058,371.273850875,1.0,1.0,MSFT
