Date,Open,High,Low,Close,Adj Close,Volume,50_SMA,200_SMA,Signal,Position,Ticker
2024-05-07,188.919998,189.940002,187.309998,188.759995,188.759995,34048900,179.46220002,152.66215011,1.0,1.0,AMZN
