Date,Open,High,Low,Close,Adj Close,Volume,50_SMA,200_SMA,Signal,Position,Ticker
2024-05-07,156.320007,157.699997,153.660004,154.429993,154.429993,37374900,174.48359954,138.297749535,1.0,1.0,AMD
